,project name,Commit ID,commit_message,Maintenance,Testing,Feature Add,Bug fix,Documentation,Clean up,Build,Refactoring,Indentation,Token Replace,Source Control,Cross,Legal,Debug,Module Remove,Module Move,Rename,Versioning,Merge,Initialization,Internationalization,Data,Module Add,categories
1082,apache-nutch,25847b0e570f8514cccc12e02d39037f4cf83bd0,"NUTCH-1207 ParserChecker to output signature

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1204492 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1083,apache-nutch,848014c3e17939018a7ad2529002047109120505,"Update to NUTCH-552 to fix error in handling of paths for IndexSearcher.  Now uses Path.makeQualified to be consistent in file handling across different OS.

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@595381 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1084,apache-nutch,85b7dbe62017b78f12c110693fc53c6972b8afdb,"NUTCH-768 - Upgrade Nutch to use Hadoop 0.20.1 and Xerces 2.9.1

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@885778 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Legal', 'Build']"
1085,apache-nutch,86bf476a763c35b50248a9a864eade0394bd9201,"NUTCH-309 : Added logging code guards

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@416346 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Cross']
1086,apache-nutch,260615cc687f45bfde71e4895a59ac5730304c83,"Assorted fixes related to crawler's ""yield"":

* Fetcher: refactor logic, preserve any content if fetched (quite often it
  contains useful error reporting or diagnostic data).

* ParseSegment: as above.

* ProtocolStatus: better toString().

* ParseStatus: as above. Sync with code in branch by moving EmptyParseImpl
  to an inner class.

* Http: preserve content even if there was an error.

* HttpResponse: as above.


git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@191678 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1087,apache-nutch,21d56a0c5626553a3bf5058588d9277e6844e00f,"NUTCH-1763 Code comment Injector contributed by Diaa
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1088,apache-nutch,c530a20ea7c59290f2418051181b257ac131df93,"revert NUTCH-1554 org.apache.nutch.net.protocols.HttpDateFormat should NOT be Locale.US aware

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1465831 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1089,apache-nutch,959e9c885966e19cc608119c90d0acdd14a6d07e,"NUTCH-510 - IndexMerger delete working dir. Contributed by Enis.


git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@555307 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1090,apache-nutch,57ba9d0dee477df391f7d8897b41896a32348865,"NUTCH-1927 Create a whitelist of IPs/hostnames to allow skipping of RobotRules parsing

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1674399 13f79535-47bb-0310-9956-ffa450edef68
",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance', 'Build', 'Clean up']"
1091,apache-nutch,5463a41dc4d3e61841a98b5bc142b7b5d22cd6ee,"- fix for NUTCH-774 Retry interval in crawl date is set to 0

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@964165 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1092,apache-nutch,0558afd94ec7883f20361364a513be2c6758d17e,"NUTCH-210, make use of nutch.xml servlet context in opensearch servlet too

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@389514 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1093,apache-nutch,e136c0dccbbf8efc6fe7addbd275a2b61fd3ee21,"NUTCH-775 Enhance Searcher interface

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@905410 13f79535-47bb-0310-9956-ffa450edef68
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1094,apache-nutch,ad9c6dc9979f98a18d50d645f847b00a02066fcd,"Allow protocol plugins to contain implementation for more than one protocol.

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@432292 13f79535-47bb-0310-9956-ffa450edef68
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1095,apache-opennlp,748506b4e7331af791670b7e8628a2dab9855146,"OPENNLP-609
Added String and InputStream overloads for EntityLinkerProperties constructor

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1535339 13f79535-47bb-0310-9956-ffa450edef68
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
1096,apache-opennlp,3a253cc8f2c097df9fa8853b449f5d8993ebb183,"No jira, added javadoc

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1703607 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
1097,apache-opennlp,6bd2bb5c56fd03e9c50480d3a20ab29b2d22614b,"OPENNLP-814 first version of CLI lemmatizer tool
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
1098,apache-opennlp,f3e1f5a220045af58fd919d2c257a6772318e2b5,"OPENNLP-598 Added support for right / left square brackets. Manually merged the provided patch. Thanks to  Ioan Barbulescu

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1554795 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1099,apache-opennlp,e4cf53407515ba8086f57de1568a24dbb544d701,"OPENNLP-725 now the serializer is chosen from dict attribute and element tag

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1634634 13f79535-47bb-0310-9956-ffa450edef68
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
1100,apache-opennlp,528033b3762fbafc191b6a5b35d17f37207346ce,"OPENNLP-605 Added a method to extract serializers from a custom feature generator configuration.

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1576692 13f79535-47bb-0310-9956-ffa450edef68
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Refactoring', 'Maintenance']"
1101,apache-opennlp,a19188c79b5b8c82706c4b87599a9d39cde957f9,"OPENNLP-718 TokenNameFinder factory not initialized by void init(); now the second return is removed

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1630888 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1102,apache-opennlp,1d7300dbb406d71983d5d42509213dd3a484879e,"OPENNLP-738 Removed code verifying number of events in AbstractDataIndexer

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1646685 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
1103,apache-parquet-mr,56faa1be0d3334fab7366c454c08da300d726e25,"first stab at dict encoding
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1104,apache-parquet-mr,26d09f4b150c49d36d7933c92651689622828f7c,"javadoc
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
1105,apache-qpid-jms,63d8e9fbb01c585144abba38635d8e321f996942,"QPIDJMS-125 Improve on transaction failure and recovery during and post
failover by tracking inDoubt state and recovery, handles cases where a
commit or rollback is trailing a recovery operation which would allow it
to make in to the AMQP layer post recovery even if no TX was active.  ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1106,apache-qpid-jms,f5f287ec021e2bd881b3992b328c78f48d8397eb,"QPIDJMS-305 Refactor the SASL Authentication process to remove race

Refactor of the SASL Authenticator and the way it handles failures and
how they are then reported.  Removes a race where an async provider
exception and the exception returned from the connect call can chase
each other and the wrong one gets tracked as the failure cuase.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Refactoring']"
1107,apache-parquet-mr,807915b4cacede6a8de49630469b673b7c248a6f,"PARQUET-116: Pass a filter object to user defined predicate in filter2 api

Currently for creating a user defined predicate using the new filter api, no value can be passed to create a dynamic filter at runtime. This reduces the usefulness of the user defined predicate, and meaningful predicates cannot be created. We can add a generic Object value that is passed through the api, which can internally be used in the keep function of the user defined predicate for creating many different types of filters.
For example, in spark sql, we can pass in a list of filter values for a where IN clause query and filter the row values based on that list.

Author: Yash Datta <Yash.Datta@guavus.com>
Author: Alex Levenson <alexlevenson@twitter.com>
Author: Yash Datta <saucam@gmail.com>

Closes #73 from saucam/master and squashes the following commits:

7231a3b [Yash Datta] Merge pull request #3 from isnotinvain/alexlevenson/fix-binary-compat
dcc276b [Alex Levenson] Ignore binary incompatibility in private filter2 class
7bfa5ad [Yash Datta] Merge pull request #2 from isnotinvain/alexlevenson/simplify-udp-state
0187376 [Alex Levenson] Resolve merge conflicts
25aa716 [Alex Levenson] Simplify user defined predicates with state
51952f8 [Yash Datta] PARQUET-116: Fix whitespace
d7b7159 [Yash Datta] PARQUET-116: Make UserDefined abstract, add two subclasses, one accepting udp class, other accepting serializable udp instance
40d394a [Yash Datta] PARQUET-116: Fix whitespace
9a63611 [Yash Datta] PARQUET-116: Fix whitespace
7caa4dc [Yash Datta] PARQUET-116: Add ConfiguredUserDefined that takes a serialiazble udp directly
0eaabf4 [Yash Datta] PARQUET-116: Move the config object from keep method to a configure method in udp predicate
f51a431 [Yash Datta] PARQUET-116: Adding type safety for the filter object to be passed to user defined predicate
d5a2b9e [Yash Datta] PARQUET-116: Enforce that the filter object to be passed must be Serializable
dfd0478 [Yash Datta] PARQUET-116: Add a test case for passing a filter object to user defined predicate
4ab46ec [Yash Datta] PARQUET-116: Pass a filter object to user defined predicate in filter2 api
",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance', 'Build']"
1108,apache-parquet-mr,4590f14e97beb6d10ffb7b5dd312c632af155ed3,"PARQUET-246: fix incomplete state reset in DeltaByteArrayWriter.reset()

...thod

Author: Alex Levenson <alexlevenson@twitter.com>
Author: Konstantin Shaposhnikov <Konstantin.Shaposhnikov@sc.com>
Author: kostya-sh <kostya-sh@users.noreply.github.com>

Closes #171 from kostya-sh/PARQUET-246 and squashes the following commits:

75950c5 [kostya-sh] Merge pull request #1 from isnotinvain/PR-171
a718309 [Konstantin Shaposhnikov] Merge remote-tracking branch 'refs/remotes/origin/master' into PARQUET-246
0367588 [Alex Levenson] Add regression test for PR-171
94e8fda [Alex Levenson] Merge branch 'master' into PR-171
0a9ac9f [Konstantin Shaposhnikov] [PARQUET-246] bugfix: reset all DeltaByteArrayWriter state in reset() method
",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Refactoring']"
1109,apache-phoenix,93397affd75fb5877146ca7b4bb028db301f671e,"PHOENIX-1958 Minimize memory allocation on new connection
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1110,apache-phoenix,3a4429f5fc5e7018153fb3084b27317ed3eb0d67,"PHOENIX-1172 Prevent lock contention in ConnectionQueryServicesImpl. Fix exception handling. (Samarth Jain)
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1111,apache-phoenix,3102d8edf4c2bd5a1080e91ccbc8b2fdcb2e9a31,"Phoenix-1296 Scan entire region when tenant-specific table is analyzed
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1112,apache-phoenix,4cd176e5fd784a609ab5fb3a2d29460247d9b96a,"PHOENIX-1090 - Fix HTable leak in ServerCacheClient (SamarthJain)
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1113,apache-phoenix,6ff638e18de4b591aefd428cf888c5088d8ec175,"PHOENIX-2724 Query with large number of guideposts is slower compared to no stats
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1114,apache-phoenix,764eb8f13237a89961e259aca366e45b38b76ef1,"PHOENIX-4225 Using Google cache may lead to lock up on RS side.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1115,apache-phoenix,f99e5d8d609d326fb3571255cd8f47961b1c6860,"PHOENIX-1187 Enable tracing on server
",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add', 'Build']"
1116,apache-phoenix,5320304f2a013570e9c671b741658d5c8e187890,"PHOENIX-4073 Disallow operations on a closed Connection
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1117,apache-phoenix,6142ff422a01c0f8c8c49e9d69bb930b8ef0634e,"PHOENIX-95 Use catalog argument for tenant in JDBC metadata APIs (JamesTaylor)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1118,apache-phoenix,e8c2664e7705901991114278d182b65c2fb57c00,"PHOENIX-1206 Decimal serialization broken for negative numbers with more than 19 digits of precision (Kyle Buzsaki)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1119,apache-phoenix,ea5a797ebcd611670c5400aa7aaae3b3b414c43d,"PHOENIX-1281 Each MultiKeyValueTuple.setKeyValues creates a new immutable list object.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1120,apache-phoenix,db137dcaef2d5c7e7bfd83b3ee96f62c4c6c5700,"PHOENIX-953 Support UNNEST for ARRAY
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1121,apache-phoenix,5330c0794e143014f5bd67114e3fc87c53015789,"PHOENIX-2137 Range query on DECIMAL DESC sometimes incorrect
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
1122,apache-phoenix,2ab8f34d255fb0b92168fc63561ab335558d043d,"PHOENIX-995 Add ENCODE and LPAD functions (Thomas D'Silva).
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1123,apache-phoenix,880fd9f9447da2bf435af2031c9468797558bb79,"PHOENIX-1401 SYSTEM.SEQUENCE table is not pre-split as expected

Conflicts:
	phoenix-core/src/main/java/org/apache/phoenix/coprocessor/MetaDataProtocol.java
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
1124,apache-phoenix,d07fed5e997cfcbf48e09516716a919d5e3315cb,"PHOENIX-2774 MemStoreScanner and KeyValueStore should not be aware of KeyValueScanner (Churro Morales)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1125,apache-phoenix,b0c28a2de9b8b2807abaeddf1ec5430cc9f13c61,"PHOENIX-1861 Padding character should be inverted if sort order is descending (Dumindu Buddhika)
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1126,apache-phoenix,f00380ef79795a675cfa5b50082147a273ac26f9,"PHOENIX-4214 Scans which write should not block region split or close (Vincent Poon)
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1127,apache-phoenix,355ee522c1d4ff07cf9fbb0a9a01e43e3f702730,"Revert ""PHOENIX-4386 Calculate the estimatedSize of MutationState using Map<TableRef, Map<ImmutableBytesPtr,RowMutationState>> mutations (addendum)""

This reverts commit 4e0c0a33ed8b401f7785dde8979041dd5ab9a1f4.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Source Control']
1128,apache-phoenix,2b8e66346d2c890ff664c9f2f826acb77a7ac950,"PHOENIX-1644 Check for min HBase version before creating local index and provide means of disabling usage
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1129,apache-phoenix,a8a3616febaa51508e0c433c44e5b1a049a97925,"PHOENIX-2875 Fix isolation level returned by PhoenixDatabaseMetaData for transactional tables
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1130,apache-phoenix,b38989dc7008e1f7568bb0146f669d95f0ca62bb,"PHOENIX-2527 InsufficientMemoryException error message is misleading
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1131,apache-phoenix,692b8cb1e653b0b7c9329ee1e2890f79d781ea50,"PHOENIX-1385 Adding, dropping and adding columns fails with NPE (Samarth Jain, James Taylor)
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
1132,apache-phoenix,5a6496e1dc51576f4882c3718495eb2e1d6bce0a,"PHOENIX-1367 VIEW derived from another VIEW doesn't use parent VIEW indexes
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1133,apache-phoenix,cab009bec9ca6a6bb55626c566a7cb6bb3adc3c3,"PHOENIX-2546 Filters should take into account that multiple versions may be scanned
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1134,apache-phoenix,c3420f1313d9505940f15ddbb15753520e6c9811,"PHOENIX-2550 Increase JDBC major/minor version for 4.7 release
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1135,apache-phoenix,a977a7529f5c5bce9b38610cc6b0c534ee3a88d0,"Fix test case error.
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1136,apache-phoenix,58596bbc416ce577d3407910f1a1000027150d8c,"PHOENIX-3334 ConnectionQueryServicesImpl should close HConnection if init fails
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1137,apache-phoenix,64121a3c403a3c5206174b33b3c8762d530279f0,"PHOENIX-3940 Handle PERCENTILE_CONT against no rows
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1138,apache-phoenix,ef7851fd06fb031a4b03996c79e01b67f8cca2ae,"PHOENIX-3981 Ensure iterators are closed for join plans
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1139,apache-phoenix,29b76635944c717a5226e001abd85c045287344a,"PHOENIX-4074 Race condition in LazyValueGetter (Samarth Jain)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1140,apache-phoenix,9db37bd90005695c703f9d092651891a5e39a80a,"PHOENIX-1643 Ensure index usage is backward compatible for 4.2 client against 4.3 server (Thomas D'Silva)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1141,apache-phoenix,b9323e1d30ba6b449f059b86ae7b8157de16b13d,"PHOENIX-3351 Implement TODOs in PhoenixTableModify#upsert to allow writes to tenant specific tables(Rajeshbabu)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1142,apache-phoenix,c05f96687c0834f2f1308a5e2c00e6ad9135a0fa,"PHOENIX-2315 Group by fields of primary key columns together with non-primary key columns can give wrong result
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
1143,apache-phoenix,11a76b297fad46cd7f51019810ba4d1a7b51b418,"PHOENIX-688 Add to_time and to_timestamp built-in functions
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1144,apache-qpid-jms,ca457d7375233e797fd94fafa18c2e024500236d,"QPIDJMS-121 Add support for controlling the message disposition sent on
a call to Message.acknowledge when in a client ack session.  The mode is
set via a vendor property JMS_AMQP_ACK_TYPE with values for ACCEPTED,
REJECTED, RELEASED etc.
",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Clean up', 'Feature Add']"
1145,apache-qpid-jms,3bec45e1961d9c126dbe7b36d4290b3de273721c,QPIDJMS-122 Avoid synchronizing in the connect method when not necessary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1146,apache-qpid-jms,9f6ecd3b407880e4283e403ebbe6aff6665c3813,"https://issues.apache.org/jira/browse/QPIDJMS-92

Makes the pull consumer actually pull from the remote peer and clears
any granted credit if the pull did not succeed in getting any messages.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1147,apache-qpid-jms,9258e899c22718875a25e37817f76c9994398646,"QPIDJMS-346 Pass along any errors from result of unsubscribe calls

When the detach of a recovered durable subscription is received we need
to check that the remote did not indicate that there was an error on the
detach.  If there was then the unsubscribe likely failed and we want to
pass those errors along to the caller of Session#unsubscribe(""sub"")",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1148,apache-qpid-jms,fa5f720ffdf57bcad6b1e4cee2e31196c992b68c,"remove the 'hyphenated parser' and related escape sequences, we dont use them
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
1149,apache-qpid-jms,0aaf6d5e51beac49375de86b2dbfd7b98130d882,"QPIDJMS-251 Thread safety updates for state values in MessageConsumer

Make the MessageListener volatile to ensure it is visible to the
dispatcher task that is fired after it is set, and remove the unsafe
usage of the started flag and use the state of the messageQueue object
instead. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1150,apache-qpid-jms,e97a6f94b81b82b0afc4f5786cbda5c55c43150d,"QPIDJMS-168 Ensure we throw a more meaningful exception if the remote
doesn't provide one when pending sends are awaiting a response.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1151,apache-qpid-jms,d1f0b32ba63033641796da37021510a6cef1a312,"add the generated selector parse, make the generation an optional step via a profile which generates in-place
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Build', 'Feature Add']"
1152,apache-qpid-jms,3a2cf4008a57bf7d3fb69a50153a92c948636817,"QPIDJMS-207 Validate session mode for context creation

Validate that the session mode given to the createContext methods is a
valid mode and throw an exception if not.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1153,apache-qpid-jms,3bc46d0328c4813527a64aea3705b9a409f0a10f,"Fix the reset of reconnect delay after a successful connection, clean up
the test and reduce wait time for some of the tests.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1154,apache-qpid-jms,f8470ec1bc9f7280233593c5809c443a55f3ac92,"QPIDJMS-157 Add timeout handling to close of resources like consumer,
producer, session, etc.  Fix possible double close call when producer is
closed. ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
1155,apache-qpid-jms,2646bdae00cc763e3d5cd1908a1125863eceedca,"QPIDJMS-317 Make Transfer tag generation and caching more efficient

Improve the way transfer tags are generated to speed up the process and
also reduce the amount of garbage created in the process.  Also improve
the tag cache to reduce simplify the tag pool such that it doesn't
create any additional garbage on checkout or checkin and optimizes the
checkin process.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
1156,apache-qpid-jms,9d88cf840ba39bc9ce20d661090622939f78ca4f,NO-JIRA: Clean up a few spelling errors in API docs etc. ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Documentation', 'Indentation']"
1157,apache-qpid-jms,125d72b2a8b05ac7c8f9bbad599ed217107922f8,"QPIDJMS-45: move the cancellation into the executor so it occurs earlier, and additionally avoids a potential NPE
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
1158,apache-ranger,80c28937043f5b7a5ca26c9d168fb07a7c0ea5df,"RANGER-407: Policy Creation should set both Delegate Admin and Admin permission for Hbase when Admin Permission is true during policy creation
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
1159,apache-ranger,ca9b5f51241a802b0d28152779fe22412dd2f774,"RANGER-1176: Ranger admin does not allow to create / update a policy with only delegate admin permission.

Signed-off-by: Mehul Parikh <mehul@apache.org>
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1160,apache-ranger,2aca79045ea8892c569319ed552bc4157a9e58a9,"RANGER-1288 : Add SSL enabled MySQL support in Ranger Admin

Signed-off-by: Velmurugan Periasamy <vel@apache.org>
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Build', 'Feature Add']"
1161,apache-ranger,1031041296e64d193e4234e80823ebc8e4ee7e91,"RANGER-487: Fix pagination issues in analytics page

Signed-off-by: sneethiraj <sneethir@apache.org>
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
1162,apache-ranger,bb81459e0f17b1d344541d956e1ab37ae2c14e3a,"RANGER-778: Fix user update issue
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
